Airline,Source,Destination,Total_Stops,Price,Price_USD,Duration_min,Journey_day,Journey_month,Dep_hour,Dep_min,Arr_hour,Arr_min
IndiGo,Delhi,Cochin,1,6206,74.47200000000001,845,1,6,11,25,1,30
SpiceJet,Kolkata,Banglore,0,3841,46.092,150,9,5,17,10,19,40
Jet Airways,Delhi,Cochin,1,14714,176.568,450,15,6,11,30,19,0
IndiGo,Delhi,Cochin,1,6093,73.116,965,9,6,4,55,21,0
Jet Airways,Banglore,Delhi,0,8016,96.19200000000001,175,9,6,11,10,14,5
Air India,Delhi,Cochin,1,5117,61.404,1640,27,3,6,5,9,25
Jet Airways,Kolkata,Banglore,1,8586,103.032,1215,1,5,8,25,4,40
IndiGo,Delhi,Cochin,1,13611,163.332,635,9,3,15,0,1,35
IndiGo,Delhi,Cochin,1,6704,80.44800000000001,380,9,5,16,10,22,30
IndiGo,Kolkata,Banglore,1,4226,50.712,240,9,5,6,20,10,20
Air India,Banglore,Delhi,0,4651,55.812,165,6,4,17,0,19,45
SpiceJet,Kolkata,Banglore,0,3873,46.476,140,27,5,22,20,0,40
GoAir,Banglore,New Delhi,0,7222,86.664,175,3,3,20,55,23,50
Multiple carriers,Delhi,Cochin,1,13727,164.724,570,15,5,11,30,21,0
IndiGo,Delhi,Cochin,1,10141,121.69200000000001,380,27,3,9,10,15,30
SpiceJet,Banglore,Delhi,0,3625,43.5,175,24,4,21,10,0,5
IndiGo,Delhi,Cochin,1,6442,77.304,515,15,4,7,35,16,10
Jet Airways,Banglore,Delhi,0,7229,86.748,180,6,5,17,45,20,45
Air Asia,Delhi,Cochin,1,6752,81.024,830,24,6,16,45,6,35
Jet Airways,Kolkata,Banglore,1,13759,165.108,1260,24,3,21,10,18,10
Air India,Mumbai,Hyderabad,1,14408,172.89600000000002,1465,6,3,12,0,12,25
Air India,Delhi,Cochin,2,13381,160.572,1380,9,6,20,15,19,15
Vistara,Kolkata,Banglore,1,9135,109.62,1640,1,4,17,0,20,20
IndiGo,Kolkata,Banglore,1,6218,74.616,325,15,5,18,5,23,30
SpiceJet,Kolkata,Banglore,0,4174,50.088,145,27,4,9,0,11,25
Air India,Kolkata,Banglore,1,6117,73.404,965,6,6,19,0,11,5
Jet Airways,Kolkata,Banglore,1,10703,128.436,690,15,5,9,35,21,5
Jet Airways,Kolkata,Banglore,1,12692,152.304,1450,12,6,9,35,9,45
Jet Airways,Kolkata,Banglore,1,10539,126.468,1075,6,6,17,0,10,55
Jet Airways,Kolkata,Banglore,1,11134,133.608,345,24,3,13,55,19,40
IndiGo,Banglore,New Delhi,0,4777,57.324,175,24,3,21,20,0,15
Jet Airways,Delhi,Cochin,1,12373,148.476,1505,18,5,11,30,12,35
Multiple carriers,Delhi,Cochin,2,11966,143.592,495,3,3,13,5,21,20
IndiGo,Chennai,Kolkata,0,5277,63.324,140,15,5,22,5,0,25
Air India,Banglore,New Delhi,2,17135,205.62,2345,1,3,8,50,23,55
Jet Airways,Delhi,Cochin,1,14714,176.568,300,6,6,14,0,19,0
IndiGo,Banglore,New Delhi,0,6144,73.72800000000001,170,9,3,22,20,1,10
Air India,Banglore,Delhi,0,5911,70.932,170,1,4,13,20,16,10
Vistara,Mumbai,Hyderabad,1,12080,144.96,1450,12,3,19,45,19,55
IndiGo,Banglore,Delhi,0,4423,53.076,170,6,4,10,30,13,20
Multiple carriers,Delhi,Cochin,1,7618,91.416,720,27,5,9,0,21,0
Air Asia,Banglore,Delhi,0,3383,40.596000000000004,165,27,5,11,10,13,55
Air India,Delhi,Cochin,2,12646,151.752,1410,6,3,19,45,19,15
Multiple carriers,Delhi,Cochin,1,7670,92.04,900,18,5,6,0,21,0
IndiGo,Kolkata,Banglore,0,4804,57.648,155,15,5,4,40,7,15
Jet Airways,Banglore,New Delhi,1,11087,133.044,1310,12,3,20,35,18,25
Jet Airways,Banglore,Delhi,0,7229,86.748,175,18,4,11,10,14,5
SpiceJet,Chennai,Kolkata,0,7050,84.60000000000001,135,3,3,8,20,10,35
Jet Airways,Kolkata,Banglore,1,12681,152.172,1335,1,4,20,0,18,15
SpiceJet,Delhi,Cochin,1,4098,49.176,270,3,4,8,45,13,15
SpiceJet,Chennai,Kolkata,0,3543,42.516,135,12,5,9,45,12,0
Jet Airways,Kolkata,Banglore,1,14151,169.812,1295,21,5,20,25,18,0
Jet Airways,Kolkata,Banglore,1,13339,160.068,965,24,3,6,30,22,35
Jet Airways,Kolkata,Banglore,1,9663,115.956,890,24,5,21,10,12,0
Jet Airways,Delhi,Cochin,1,12898,154.776,1015,27,5,11,30,4,25
Air India,Delhi,Cochin,2,8603,103.236,435,3,6,12,0,19,15
Jet Airways,Kolkata,Banglore,1,13044,156.528,1170,12,6,16,30,12,0
SpiceJet,Kolkata,Banglore,0,4622,55.464,150,6,3,17,15,19,45
Multiple carriers,Delhi,Cochin,1,13062,156.744,420,21,3,14,0,21,0
Multiple carriers,Delhi,Cochin,1,11622,139.464,585,12,6,9,15,19,0
Jet Airways,Banglore,New Delhi,1,11087,133.044,1425,12,3,20,35,20,20
Multiple carriers,Delhi,Cochin,1,11789,141.468,520,15,6,10,20,19,0
Jet Airways,Kolkata,Banglore,1,9663,115.956,865,9,5,18,55,9,20
Jet Airways,Banglore,New Delhi,1,19225,230.70000000000002,435,6,3,8,55,16,10
Multiple carriers,Delhi,Cochin,1,5797,69.56400000000001,830,27,6,11,40,1,30
Multiple carriers,Delhi,Cochin,1,9526,114.312,385,1,6,12,50,19,15
Jet Airways,Banglore,Delhi,0,7229,86.748,180,9,4,19,50,22,50
Multiple carriers,Delhi,Cochin,1,10877,130.524,630,9,4,8,30,19,0
Air India,Banglore,New Delhi,2,13942,167.304,880,6,3,8,15,22,55
Air Asia,Banglore,Delhi,0,3383,40.596000000000004,165,9,5,11,10,13,55
Jet Airways,Delhi,Cochin,1,10262,123.144,865,15,6,14,0,4,25
Air India,Kolkata,Banglore,2,11201,134.412,875,24,5,5,50,20,25
Jet Airways,Delhi,Cochin,1,10262,123.144,550,1,6,19,15,4,25
Air India,Delhi,Cochin,2,10231,122.772,1275,3,6,22,0,19,15
Jet Airways,Banglore,New Delhi,1,9134,109.608,1090,15,3,14,5,8,15
Air Asia,Kolkata,Banglore,0,5645,67.74,155,18,5,10,20,12,55
Jet Airways,Delhi,Cochin,1,14714,176.568,805,1,6,15,0,4,25
Air India,Delhi,Cochin,2,12646,151.752,1595,6,3,16,40,19,15
Air India,Delhi,Cochin,2,12173,146.076,500,3,6,10,55,19,15
IndiGo,Mumbai,Hyderabad,0,2227,26.724,90,12,6,21,20,22,50
Multiple carriers,Delhi,Cochin,1,10529,126.348,690,6,5,7,30,19,0
Jet Airways,Delhi,Cochin,0,7202,86.424,195,18,5,11,0,14,15
Multiple carriers,Delhi,Cochin,1,7886,94.632,720,27,5,9,0,21,0
SpiceJet,Mumbai,Hyderabad,0,2017,24.204,90,18,6,22,45,0,15
IndiGo,Delhi,Cochin,1,6171,74.052,665,27,4,5,5,16,10
Jet Airways,Mumbai,Hyderabad,0,4050,48.6,85,3,6,2,55,4,20
SpiceJet,Kolkata,Banglore,1,8479,101.748,435,9,5,11,35,18,50
Air Asia,Banglore,Delhi,0,4282,51.384,170,18,5,4,55,7,45
Vistara,Kolkata,Banglore,1,9345,112.14,1440,24,5,20,20,20,20
Air India,Delhi,Cochin,1,6587,79.044,1535,24,6,5,15,6,50
IndiGo,Mumbai,Hyderabad,0,2754,33.048,95,3,5,20,5,21,40
SpiceJet,Banglore,Delhi,0,3919,47.028,175,21,6,21,10,0,5
Jet Airways,Delhi,Cochin,2,10368,124.416,1125,12,6,9,40,4,25
Air India,Banglore,New Delhi,1,11654,139.848,410,3,3,9,30,16,20
GoAir,Banglore,Delhi,0,4239,50.868,165,1,4,20,55,23,40
IndiGo,Delhi,Cochin,1,6674,80.08800000000001,560,27,5,6,50,16,10
Multiple carriers,Delhi,Cochin,1,7198,86.376,750,24,6,13,0,1,30
IndiGo,Kolkata,Banglore,1,5930,71.16,315,12,6,21,0,2,15
Jet Airways,Banglore,Delhi,0,7229,86.748,180,9,5,7,10,10,10
Air India,Kolkata,Banglore,2,10408,124.896,920,1,4,10,0,1,20
Air India,Delhi,Cochin,2,12488,149.856,1470,12,6,7,10,7,40
IndiGo,Chennai,Kolkata,0,3540,42.480000000000004,145,9,6,5,15,7,40
Jet Airways,Kolkata,Banglore,1,8529,102.348,800,12,6,20,0,9,20
Jet Airways,Delhi,Cochin,2,13376,160.512,830,24,6,14,35,4,25
GoAir,Kolkata,Banglore,1,8855,106.26,455,24,5,16,40,0,15
Jet Airways,Kolkata,Banglore,1,14781,177.372,800,15,5,6,30,19,50
IndiGo,Delhi,Cochin,1,5684,68.208,500,27,6,17,10,1,30
Jet Airways,Delhi,Cochin,2,13029,156.348,535,9,5,19,30,4,25
Jet Airways,Delhi,Cochin,2,15129,181.548,1430,1,5,19,10,19,0
Air India,Kolkata,Banglore,1,8576,102.912,545,9,6,9,25,18,30
Jet Airways,Banglore,New Delhi,1,11087,133.044,1590,9,3,8,55,11,25
Jet Airways,Mumbai,Hyderabad,0,5678,68.136,90,9,6,10,20,11,50
Jet Airways,Delhi,Cochin,1,12557,150.684,610,21,3,18,15,4,25
IndiGo,Chennai,Kolkata,0,3858,46.296,145,27,3,11,35,14,0
Jet Airways,Delhi,Cochin,1,12373,148.476,1355,9,5,14,0,12,35
IndiGo,Mumbai,Hyderabad,0,4049,48.588,90,18,3,9,10,10,40
Jet Airways,Banglore,New Delhi,1,21934,263.208,470,15,3,16,55,0,45
Air India,Kolkata,Banglore,0,5510,66.12,150,27,6,14,15,16,45
Vistara,Delhi,Cochin,0,6216,74.592,190,15,6,14,40,17,50
Air India,Mumbai,Hyderabad,0,2050,24.6,75,1,4,19,30,20,45
IndiGo,Mumbai,Hyderabad,0,2754,33.048,90,3,4,2,35,4,5
IndiGo,Chennai,Kolkata,0,3850,46.2,140,27,6,7,55,10,15
IndiGo,Chennai,Kolkata,0,3540,42.480000000000004,145,6,5,5,15,7,40
Jet Airways,Kolkata,Banglore,1,9663,115.956,1545,1,5,6,30,8,15
Air India,Delhi,Cochin,2,9190,110.28,1580,6,3,7,5,9,25
Jet Airways,Delhi,Cochin,1,12898,154.776,1680,27,5,15,0,19,0
GoAir,Banglore,Delhi,0,4632,55.584,175,15,4,7,45,10,40
SpiceJet,Mumbai,Hyderabad,0,2753,33.036,80,24,3,13,10,14,30
Air India,Banglore,New Delhi,2,12778,153.336,1525,12,3,8,50,10,15
Air India,Kolkata,Banglore,2,12723,152.67600000000002,1625,12,6,5,50,8,55
IndiGo,Kolkata,Banglore,0,4804,57.648,155,24,6,11,30,14,5
IndiGo,Banglore,Delhi,0,4823,57.876,170,18,4,20,0,22,50
Air Asia,Delhi,Cochin,1,6152,73.824,330,27,6,7,55,13,25
Vistara,Delhi,Cochin,0,6216,74.592,190,27,6,6,0,9,10
IndiGo,Delhi,Cochin,1,6016,72.19200000000001,345,24,6,2,0,7,45
Multiple carriers,Delhi,Cochin,1,11622,139.464,585,27,6,9,15,19,0
Air India,Kolkata,Banglore,2,10151,121.812,590,6,5,12,0,21,50
Jet Airways,Delhi,Cochin,2,12273,147.276,1325,27,3,6,20,4,25
Jet Airways,Delhi,Cochin,2,12410,148.92000000000002,505,12,6,20,0,4,25
Jet Airways,Banglore,New Delhi,1,12547,150.564,1590,12,3,5,45,8,15
Jet Airways,Delhi,Cochin,1,10262,123.144,825,15,6,22,50,12,35
Multiple carriers,Delhi,Cochin,1,14323,171.876,465,9,5,11,30,19,15
Jet Airways,Mumbai,Hyderabad,0,3210,38.52,90,21,6,19,35,21,5
Multiple carriers,Delhi,Cochin,1,16863,202.356,660,3,3,10,0,21,0
Multiple carriers,Delhi,Cochin,1,8937,107.244,470,1,6,11,25,19,15
Jet Airways,Delhi,Cochin,2,10929,131.148,1995,27,3,19,10,4,25
IndiGo,Delhi,Cochin,1,6104,73.248,895,9,6,10,35,1,30
SpiceJet,Delhi,Cochin,1,5511,66.132,360,21,3,15,55,21,55
Jet Airways,Kolkata,Banglore,1,13759,165.108,1150,24,3,21,10,16,20
Air India,Delhi,Cochin,2,11543,138.516,1545,21,5,5,55,7,40
Jet Airways,Kolkata,Banglore,1,13067,156.804,575,18,5,9,35,19,10
Jet Airways,Delhi,Cochin,1,10262,123.144,1280,15,6,7,5,4,25
Air India,Delhi,Cochin,2,13591,163.092,1580,6,6,16,55,19,15
Jet Airways,Delhi,Cochin,2,10929,131.148,1475,27,3,19,10,19,45
Jet Airways,Banglore,Delhi,0,7229,86.748,180,27,4,19,50,22,50
Air Asia,Delhi,Cochin,1,6451,77.412,330,15,5,7,55,13,25
IndiGo,Chennai,Kolkata,0,7295,87.54,145,3,3,11,35,14,0
IndiGo,Banglore,Delhi,0,3943,47.316,165,3,6,1,30,4,15
SpiceJet,Banglore,Delhi,0,3573,42.876,175,15,5,21,10,0,5
Air India,Delhi,Cochin,2,9181,110.172,1275,24,6,22,0,19,15
Air India,Delhi,Cochin,1,24017,288.204,1420,3,3,9,45,9,25
Air India,Delhi,Cochin,2,17476,209.71200000000002,1940,9,3,10,55,19,15
Air India,Kolkata,Banglore,1,4647,55.764,965,9,4,19,0,11,5
IndiGo,Delhi,Cochin,1,6314,75.768,575,27,5,11,25,21,0
Jet Airways,Delhi,Cochin,2,13376,160.512,830,6,6,14,35,4,25
Jet Airways,Banglore,New Delhi,1,12284,147.40800000000002,625,18,3,5,45,16,10
Jet Airways,Banglore,Delhi,0,7229,86.748,180,9,5,8,20,11,20
Multiple carriers,Delhi,Cochin,1,9627,115.524,630,1,5,8,30,19,0
Air India,Kolkata,Banglore,2,9258,111.096,590,1,4,12,0,21,50
SpiceJet,Kolkata,Banglore,0,3873,46.476,145,3,6,9,0,11,25
SpiceJet,Kolkata,Banglore,0,3841,46.092,140,15,5,22,20,0,40
Multiple carriers,Delhi,Cochin,1,10486,125.83200000000001,765,27,5,9,45,22,30
Jet Airways,Delhi,Cochin,1,17234,206.808,1610,3,3,16,0,18,50
IndiGo,Delhi,Cochin,1,6496,77.952,295,27,6,5,10,10,5
Multiple carriers,Delhi,Cochin,1,9627,115.524,630,27,5,8,30,19,0
Air India,Kolkata,Banglore,1,8366,100.392,1100,12,6,16,50,11,10
Jet Airways,Delhi,Cochin,2,15318,183.816,505,27,5,20,0,4,25
SpiceJet,Kolkata,Banglore,1,9923,119.07600000000001,435,24,3,11,35,18,50
Jet Airways,Kolkata,Banglore,1,6077,72.924,435,1,4,10,20,17,35
Air India,Chennai,Kolkata,0,4667,56.004,135,9,6,11,40,13,55
Multiple carriers,Delhi,Cochin,1,8099,97.188,645,9,5,8,30,19,15
SpiceJet,Mumbai,Hyderabad,0,2385,28.62,90,1,5,13,15,14,45
Multiple carriers,Delhi,Cochin,2,15965,191.58,625,27,6,15,5,1,30
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,705,6,5,6,30,18,15
Air India,Banglore,Delhi,0,6121,73.452,170,12,5,13,20,16,10
IndiGo,Banglore,Delhi,0,3625,43.5,170,24,4,22,10,1,0
Multiple carriers,Delhi,Cochin,1,8475,101.7,810,27,5,7,30,21,0
Jet Airways,Delhi,Cochin,1,12898,154.776,715,27,5,7,5,19,0
IndiGo,Delhi,Cochin,1,10851,130.212,320,6,3,2,5,7,25
Air India,Delhi,Cochin,1,5704,68.44800000000001,795,21,3,9,45,23,0
Vistara,Banglore,New Delhi,0,11598,139.17600000000002,175,18,3,21,10,0,5
Multiple carriers,Delhi,Cochin,1,9149,109.788,645,27,5,8,30,19,15
Air India,Kolkata,Banglore,0,4145,49.74,155,15,6,20,45,23,20
GoAir,Delhi,Cochin,1,6195,74.34,540,21,5,10,35,19,35
IndiGo,Delhi,Cochin,1,6979,83.748,575,9,5,11,25,21,0
Air India,Banglore,New Delhi,0,7276,87.312,170,15,3,13,20,16,10
SpiceJet,Delhi,Cochin,1,4760,57.120000000000005,270,15,5,8,45,13,15
Vistara,Chennai,Kolkata,0,11982,143.784,140,18,6,17,45,20,5
IndiGo,Chennai,Kolkata,0,5277,63.324,140,27,3,22,5,0,25
Air India,Delhi,Cochin,1,8372,100.464,700,9,6,20,0,7,40
IndiGo,Kolkata,Banglore,1,4226,50.712,220,1,4,19,35,23,15
IndiGo,Chennai,Kolkata,0,3597,43.164,140,18,6,19,35,21,55
Multiple carriers,Delhi,Cochin,1,7005,84.06,735,15,6,8,45,21,0
Multiple carriers,Delhi,Cochin,1,8018,96.21600000000001,545,9,5,7,5,16,10
Jet Airways,Delhi,Cochin,1,10577,126.924,1395,9,6,19,45,19,0
Jet Airways,Delhi,Cochin,2,11507,138.084,810,12,6,5,30,19,0
Air India,Delhi,Cochin,2,9653,115.836,2295,9,5,5,0,19,15
Jet Airways,Mumbai,Hyderabad,0,4160,49.92,90,15,3,10,20,11,50
Jet Airways,Delhi,Cochin,1,14714,176.568,1485,3,6,18,15,19,0
Jet Airways,Mumbai,Hyderabad,0,5678,68.136,85,9,5,2,55,4,20
Air India,Kolkata,Banglore,2,13873,166.476,1100,18,5,7,0,1,20
Multiple carriers,Delhi,Cochin,1,11264,135.168,520,27,6,10,20,19,0
Jet Airways,Kolkata,Banglore,1,11134,133.608,405,24,3,13,55,20,40
Air Asia,Delhi,Cochin,1,6151,73.812,330,21,3,16,45,22,15
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,845,18,5,5,45,19,50
Jet Airways,Delhi,Cochin,2,13014,156.168,1615,3,6,9,40,12,35
Jet Airways,Mumbai,Hyderabad,0,4995,59.94,90,18,6,10,20,11,50
IndiGo,Kolkata,Banglore,0,4174,50.088,155,18,4,15,30,18,5
Air India,Banglore,New Delhi,0,12841,154.092,170,3,3,13,20,16,10
Jet Airways,Kolkata,Banglore,1,13067,156.804,1685,9,5,17,0,21,5
Jet Airways,Delhi,Cochin,1,10262,123.144,1620,24,6,16,0,19,0
IndiGo,Banglore,Delhi,0,4423,53.076,170,6,4,10,10,13,0
Jet Airways,Kolkata,Banglore,1,8586,103.032,585,1,5,18,55,4,40
Jet Airways,Kolkata,Banglore,1,9663,115.956,730,15,5,21,10,9,20
IndiGo,Delhi,Cochin,1,6069,72.828,300,15,6,16,0,21,0
Air India,Chennai,Kolkata,0,4667,56.004,135,6,5,11,40,13,55
Jet Airways,Delhi,Cochin,1,12373,148.476,1270,9,5,21,50,19,0
Jet Airways,Kolkata,Banglore,1,13941,167.292,1055,9,5,16,30,10,5
IndiGo,Mumbai,Hyderabad,0,3175,38.1,85,27,3,6,20,7,45
Air India,Delhi,Cochin,1,8372,100.464,1335,9,6,21,0,19,15
Vistara,Banglore,Delhi,0,5613,67.356,155,6,4,17,0,19,35
IndiGo,Delhi,Cochin,1,7144,85.72800000000001,895,18,5,7,35,22,30
Jet Airways,Kolkata,Banglore,1,14571,174.852,590,6,6,6,30,16,20
IndiGo,Chennai,Kolkata,0,5277,63.324,140,24,3,22,5,0,25
Jet Airways,Mumbai,Hyderabad,0,2759,33.108000000000004,90,24,3,10,20,11,50
Air Asia,Kolkata,Banglore,1,5192,62.304,955,9,5,7,35,23,30
Jet Airways,Delhi,Cochin,1,14714,176.568,715,9,6,7,5,19,0
Air India,Delhi,Cochin,2,10336,124.032,435,1,6,12,0,19,15
Air India,Kolkata,Banglore,0,31945,383.34000000000003,155,24,3,20,45,23,20
Jet Airways,Kolkata,Banglore,1,7064,84.768,1025,1,4,6,30,23,35
Jet Airways,Delhi,Cochin,2,14441,173.292,425,9,6,5,30,12,35
Multiple carriers,Delhi,Cochin,1,17493,209.916,755,3,3,13,0,1,35
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,1595,9,6,20,0,22,35
SpiceJet,Mumbai,Hyderabad,0,2753,33.036,90,1,6,5,45,7,15
Jet Airways,Delhi,Cochin,1,12898,154.776,1225,21,5,8,0,4,25
Jet Airways,Banglore,Delhi,0,7229,86.748,185,15,4,18,55,22,0
Air India,Delhi,Cochin,2,8603,103.236,1180,3,6,12,0,7,40
Jet Airways,Delhi,Cochin,2,15129,181.548,1375,18,5,5,30,4,25
Jet Airways,Delhi,Cochin,2,18804,225.648,440,15,6,11,40,19,0
Air Asia,Delhi,Cochin,1,7452,89.424,870,21,4,7,55,22,25
SpiceJet,Banglore,Delhi,0,3971,47.652,170,24,4,9,30,12,20
IndiGo,Banglore,Delhi,0,3943,47.316,170,12,6,10,10,13,0
IndiGo,Banglore,New Delhi,1,9165,109.98,300,15,3,14,25,19,25
Jet Airways,Delhi,Cochin,2,13014,156.168,810,24,6,5,30,19,0
SpiceJet,Banglore,Delhi,0,3625,43.5,170,21,6,9,30,12,20
Jet Airways,Delhi,Cochin,1,10262,123.144,1235,24,6,16,0,12,35
Jet Airways,Kolkata,Banglore,1,14388,172.656,800,21,5,18,55,8,15
Multiple carriers,Delhi,Cochin,1,15058,180.696,675,12,6,8,0,19,15
Air India,Delhi,Cochin,1,14882,178.584,1360,6,3,9,0,7,40
IndiGo,Banglore,Delhi,0,4591,55.092,170,18,4,10,10,13,0
SpiceJet,Kolkata,Banglore,0,3841,46.092,155,9,5,6,55,9,30
Jet Airways,Kolkata,Banglore,1,14781,177.372,590,15,5,8,25,18,15
SpiceJet,Kolkata,Banglore,0,3841,46.092,140,9,4,22,20,0,40
Multiple carriers,Delhi,Cochin,1,13377,160.524,630,3,6,15,0,1,30
Jet Airways,Delhi,Cochin,2,13014,156.168,535,12,6,19,30,4,25
Multiple carriers,Delhi,Cochin,1,14848,178.17600000000002,375,21,5,13,0,19,15
Air India,Kolkata,Banglore,0,4145,49.74,155,9,5,20,45,23,20
IndiGo,Chennai,Kolkata,0,3850,46.2,140,12,6,7,55,10,15
Air India,Kolkata,Banglore,1,10413,124.956,805,24,5,7,0,20,25
IndiGo,Delhi,Cochin,1,6104,73.248,630,3,6,15,0,1,30
IndiGo,Banglore,Delhi,0,3943,47.316,170,1,6,10,30,13,20
Jet Airways,Kolkata,Banglore,1,8529,102.348,665,12,6,21,10,8,15
Jet Airways,Delhi,Cochin,1,10262,123.144,825,24,6,22,50,12,35
Jet Airways,Kolkata,Banglore,1,14151,169.812,1540,18,5,20,25,22,5
Air Asia,Kolkata,Banglore,2,5192,62.304,500,9,5,15,10,23,30
Jet Airways,Kolkata,Banglore,1,9663,115.956,875,21,5,14,5,4,40
GoAir,Banglore,Delhi,0,4632,55.584,175,24,4,7,45,10,40
IndiGo,Delhi,Cochin,1,5073,60.876000000000005,305,6,4,20,25,1,30
Multiple carriers,Delhi,Cochin,1,9526,114.312,535,15,6,10,20,19,15
IndiGo,Banglore,Delhi,0,4423,53.076,170,15,4,4,0,6,50
IndiGo,Mumbai,Hyderabad,0,2227,26.724,95,12,5,20,5,21,40
Vistara,Banglore,New Delhi,0,5403,64.836,160,21,3,11,30,14,10
IndiGo,Chennai,Kolkata,0,3858,46.296,140,27,3,19,35,21,55
Jet Airways,Delhi,Cochin,2,18752,225.024,1745,9,3,13,45,18,50
Jet Airways,Kolkata,Banglore,1,9663,115.956,330,21,5,6,30,12,0
Jet Airways,Delhi,Cochin,2,12819,153.828,1045,24,6,19,10,12,35
Multiple carriers,Delhi,Cochin,1,6883,82.596,720,27,3,9,0,21,0
Multiple carriers,Delhi,Cochin,1,7198,86.376,390,27,5,19,0,1,30
Air India,Banglore,New Delhi,0,7801,93.61200000000001,165,9,3,10,0,12,45
IndiGo,Banglore,Delhi,0,4823,57.876,175,21,4,18,25,21,20
Jet Airways,Kolkata,Banglore,1,9663,115.956,1610,24,5,6,30,9,20
Jet Airways,Kolkata,Banglore,1,12121,145.452,1480,12,5,20,25,21,5
Vistara,Kolkata,Banglore,1,8085,97.02,1625,12,5,20,20,23,25
IndiGo,Banglore,New Delhi,1,8662,103.944,295,3,3,13,40,18,35
Jet Airways,Delhi,Cochin,1,6017,72.20400000000001,1250,21,3,22,0,18,50
SpiceJet,Chennai,Kolkata,0,3859,46.308,135,3,5,9,45,12,0
Multiple carriers,Delhi,Cochin,1,7564,90.768,860,18,5,4,55,19,15
SpiceJet,Banglore,Delhi,0,3919,47.028,160,21,6,5,55,8,35
Jet Airways,Delhi,Cochin,2,15129,181.548,1375,18,5,5,30,4,25
Jet Airways,Banglore,New Delhi,1,26890,322.68,375,1,3,7,0,13,15
Jet Airways,Delhi,Cochin,0,5443,65.316,195,15,4,11,0,14,15
IndiGo,Banglore,New Delhi,0,6860,82.32000000000001,175,9,3,10,5,13,0
Jet Airways,Kolkata,Banglore,1,13364,160.368,400,1,4,14,5,20,45
Jet Airways,Delhi,Cochin,1,12239,146.868,660,27,5,8,0,19,0
IndiGo,Kolkata,Banglore,1,4966,59.592,275,9,4,11,30,16,5
IndiGo,Banglore,New Delhi,0,6144,73.72800000000001,165,3,3,6,0,8,45
Jet Airways,Delhi,Cochin,1,12373,148.476,1680,9,5,15,0,19,0
Air India,Banglore,New Delhi,2,10835,130.02,1900,18,3,8,50,16,30
Air India,Delhi,Cochin,1,7952,95.424,1640,6,6,6,5,9,25
IndiGo,Banglore,Delhi,0,3419,41.028,165,9,4,1,30,4,15
Multiple carriers,Delhi,Cochin,1,10197,122.364,525,27,5,3,50,12,35
IndiGo,Delhi,Cochin,1,5883,70.596,895,3,6,10,35,1,30
Air India,Chennai,Kolkata,0,4667,56.004,135,18,5,11,40,13,55
IndiGo,Delhi,Cochin,2,6223,74.676,985,21,3,4,55,21,20
Jet Airways,Kolkata,Banglore,1,7757,93.084,665,6,5,21,10,8,15
IndiGo,Banglore,New Delhi,1,11873,142.476,300,3,3,14,25,19,25
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,665,6,6,21,10,8,15
IndiGo,Delhi,Cochin,1,7189,86.268,345,15,5,21,50,3,35
Jet Airways,Delhi,Cochin,1,10262,123.144,885,27,6,21,50,12,35
Air Asia,Kolkata,Banglore,0,5989,71.868,150,1,5,19,55,22,25
IndiGo,Mumbai,Hyderabad,0,2227,26.724,90,24,6,21,20,22,50
Jet Airways,Mumbai,Hyderabad,0,4995,59.94,90,6,6,10,20,11,50
Jet Airways,Kolkata,Banglore,1,14231,170.772,1695,24,3,13,55,18,10
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,1400,18,5,18,55,18,15
GoAir,Delhi,Cochin,1,5628,67.536,455,3,3,5,45,13,20
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,1285,9,6,18,55,16,20
Multiple carriers,Delhi,Cochin,1,8937,107.244,645,15,6,8,30,19,15
IndiGo,Kolkata,Banglore,0,5618,67.416,155,6,3,14,20,16,55
Air India,Delhi,Cochin,1,6674,80.08800000000001,735,9,4,7,0,19,15
GoAir,Banglore,Delhi,0,3898,46.776,170,24,4,11,40,14,30
Jet Airways,Kolkata,Banglore,1,10844,130.12800000000001,1550,24,5,18,55,20,45
Air India,Delhi,Cochin,2,13381,160.572,1380,3,6,20,15,19,15
Air India,Delhi,Cochin,2,11972,143.66400000000002,1560,21,5,17,15,19,15
Jet Airways,Delhi,Cochin,1,17024,204.288,655,3,3,17,30,4,25
IndiGo,Delhi,Cochin,1,7398,88.776,345,9,4,21,50,3,35
Air India,Banglore,New Delhi,2,17461,209.532,435,1,3,10,30,17,45
Jet Airways,Kolkata,Banglore,1,13731,164.772,735,24,5,20,0,8,15
Jet Airways,Banglore,New Delhi,1,13555,162.66,920,18,3,16,55,8,15
IndiGo,Kolkata,Banglore,0,4804,57.648,155,27,4,17,15,19,50
Jet Airways,Delhi,Cochin,1,16289,195.46800000000002,715,21,5,7,5,19,0
IndiGo,Delhi,Cochin,1,7520,90.24,425,18,5,5,5,12,10
IndiGo,Delhi,Cochin,1,7503,90.036,895,18,5,10,35,1,30
Multiple carriers,Delhi,Cochin,1,8601,103.212,650,27,3,8,25,19,15
